timestamp,title,content,link,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral
2025-11-02 04:30:00,"XRP, 2.18달러냐 2.55달러냐...""결국 100달러 간다면 누구나 승자""","엑스알피(XRP)가 최근 가격 변동에도 불구하고 장기 보유 관점에서는 매수 가격 차이가 큰 의미가 없다는 커뮤니티 의견이 주목받고 있다.   11월 1일(현지시간) 가상자산 전문 미디어 더크립토베이직에 따르면, XRP 가격은 최근 2.2달러에서 2.6달러 범위에서 등락을 보이며 10월 10일 시장 급락",https://m.coinreaders.com/196212,0.0,0.0,0.0,1.0
2025-11-02 04:34:00,"버크셔 헤서웨이, 현금 역대 최고 3817억 달러 보유–워런 버핏, ‘마지막 실적’","'투자의 현인' 워런 버핏(95) 최고경영자(CEO)의 은퇴를 앞둔 버크셔 해서웨이가 3분기 실적을 발표했다. 영업이익은 증가했지만, 현금 보유액은 3817억 달러로 사상 최고치를 기록하며 시장에 대한 신중한 태도를 유지했다. 1일(현지시간) CNBC등 외신들에 따르면 이번",https://www.blockmedia.co.kr/archives/999466,0.0,0.0,0.0,1.0
2025-11-02 04:58:00,"일본, 비트코인 채굴 ‘국가 에너지 전략’에 편입... ""잉여 전력 활용""","일본이 비트코인 채굴을 국가 에너지 인프라에 통합하는 첫발을 내디뎠다. 일본의 한 주요 전력회사가 잉여 재생에너지를 활용하고 전력망을 안정시키기 위해 비트코인 채굴기를 도입하기로 했다. 이 전력회사는 정부가 일부 소유하고 있어, 사실상 일본 최초의 '국가 연계' 비트코인 채굴",https://www.blockmedia.co.kr/archives/999472,0.0,0.0,0.0,1.0
2025-11-02 05:00:00,"""199억 개 태우면 66달러 간다""...XRP 커뮤니티, 초강세 시나리오에 '들썩'","엑스알피(XRP) 에스크로 물량을 소각해 공급량이 20% 줄어든다면 가격이 어떻게 반응할지에 대한 시나리오가 제시되며 시장 관심이 집중되고 있다.   11월 1일(현지시간) 가상자산 전문 미디어 더크립토베이직에 따르면, XRP 총 공급량은 999억 개이며 이 중 약 600억 개가 유통 중이고 350억 개",https://m.coinreaders.com/196213,0.0,0.0,0.0,1.0
2025-11-02 05:00:00,“계좌 정지됐습니다”···코인 대리 구매한 30대男의 결말 [조선피싱실록],"서울에 사는 30대 남성 A씨는 지난 4월 구직 활동을 하던 중 관련 플랫폼에서 '코인거래소 관련 재택근무'라는 게시물을 접하게 됐다.계좌를 내주는 것만으로 보이스피싱 범죄에 연루될 수 있다.이 경우 계좌 지급정지뿐 아니라 전자금융거래 제한, 채권소멸절차에 따른..",https://www.fnnews.com/news/202510310757577848,0.0,0.0,0.0,1.0
2025-11-02 05:30:00,"XRP, 장기 보유자 매도 폭풍 '버티기' 성공...추세 반전 이루어질까?","장기 보유자들의 대규모 차익 실현이 엑스알피(XRP) 가격에 부담을 주고 있다는 분석이 나오며 시장의 시선이 집중되고 있다.   11월 1일(현지시간) 가상자산 전문 미디어 더크립토베이직에 따르면, 연방준비제도의 25bp 금리 인하, 12월 양적긴축 종료 확정, 미·중 무역 긴장 완화 등 거시 환경이 우",https://m.coinreaders.com/196214,0.0,0.0,0.0,1.0
2025-11-02 05:30:00,"연준 단기 유동성 204억 달러 지원, 2021년래 최고–“자금시장 경색 신호”(feat. 비트코인)","미국 연방준비제도(Fed)의 상설 레포 기구(SRF) 수요가 급증하며 단기 자금 시장의 유동성 경색 우려가 커지고 있다. 2일(현지시간) 금융 전문 분석 트위터 계정 코베이시 레터(The Kobeissi Letter)에 따르면, 지난 금요일 연준의 SRF 수요가 204억",https://www.blockmedia.co.kr/archives/999477,0.0,0.0,0.0,1.0
2025-11-02 06:00:00,XRP ETF 경쟁 가열...11월 13일 진짜 폭발하나?,"엑스알피(XRP) 보유자들이 오랫동안 기다려온 결정적 순간이 다가오고 있다는 기대감이 커지고 있다.   11월 1일(현지시간) 가상자산 전문 미디어 더크립토베이직에 따르면, XRP 커뮤니티는 올해 리플과 미국 증권거래위원회 소송 합의 이후 다시 한번 중대한 전환점을 맞을 가능성에 주목하고 있다. 이번 주",https://m.coinreaders.com/196215,0.0,0.0,0.0,1.0
2025-11-02 06:30:00,솔라나VS엑스알피 공개토론 열린다…”누가 더 우월한가” 검증,"솔라나(SOL)와 엑스알피(XRP) 간의 '우월성' 논쟁이 단순한 온라인 설전을 넘어, 실제 온체인 데이터를 기반으로 한 공식 공개 토론으로 이어진다. 솔라나 재단 매니저가 ""팩트(사실)만 갖고 토론하자""고 도발하자, 전 리플 임원이 이를 수락하며 '데이터 전쟁'을 예고했다.",https://www.blockmedia.co.kr/archives/999491,0.0,0.0,0.0,1.0
2025-11-02 06:30:00,"XRP, 3.5달러 재도전 임박...2.3달러가 바닥?","엑스알피(XRP)는 10월 10일 급락 이후 반등을 시도했으나 전체 암호화폐 시장의 약세로 회복세가 다소 둔화됐다. 현재 가격은 2.5달러 선을 유지하고 있으며, 전문가들은 이것이 최종 조정을 준비하는 과정으로 보고 있다.   11월 1일(현지시간) 가상자산 전문 미디어 더크립토베이직에 따르면, 시장 분",https://m.coinreaders.com/196216,0.0,0.0,0.0,1.0
2025-11-02 07:00:00,"월가 전문가 ""비트코인·이더리움, 정점 아니다"" 랠리 확신","암호화폐 시장의 최근 조정에도 불구하고 주요 기술 지표가 여전히 상승 흐름을 가리키며, 현재 국면이 사이클의 정점이 아니라는 분석이 제기됐다.   11월 1일(현지시간) 암호화폐 전문 매체 유투데이에 따르면, 펀드스트랫 글로벌 어드바이저스의 기술 전략 책임자 마크 뉴턴(Mark Newton)은 엘리엇 파",https://m.coinreaders.com/196221,0.0,0.0,0.0,1.0
2025-11-02 07:04:00,비트코인 ‘조용한 IPO’–최근 횡보는 장기 강세 신호,최근 비트코인(BTC)이 위험자산 상승 장세에서 소외되는 이유는 거대하고 조용한 비트코인 IPO(기업공개) 때문이라는 분석이 나왔다. 초기 고래(OG)들의 막대한 차익 실현 물량을 신규 기관 투자자들이 꾸준히 흡수하는 '성숙기'에 진입했다는 것이다. 비트와이즈 CIO 매트,https://www.blockmedia.co.kr/archives/999504,0.0,0.0,0.0,1.0
2025-11-02 07:30:00,"시바이누, 긴 침묵 끝 랠리 준비...이제 진짜 박스권 탈출하나?","시바이누(Shiba Inu, SHIB)가 이번 사이클에서 사상 최고가를 갱신하지 못하고 2021년 고점 대비 88% 이상 하락한 상황이다. 그러나 일부 분석가는 현재 조정이 대규모 상승을 준비하는 구간이라고 평가한다.   11월 1일(현지시간) 가상자산 전문 미디어 비트코이니스트에 따르면, 시바이누 가격",https://m.coinreaders.com/196222,0.0,0.0,0.0,1.0
2025-11-02 07:34:00,"라가르드 ECB 총재 “디지털 유로, 공동 운명의 상징”…디지털자산 커뮤니티는 일제히 반발",크리스틴 라가르드 유럽중앙은행(ECB) 총재가 디지털 유로(CBDC)를 유럽연합(EU)의 결속을 이끄는 ‘신뢰의 상징’이라고 강조하며 가급적 빠른 시일 내에 출시하겠다는 입장을 밝혔다. 2일(현지시가) 코인텔레그래프에 따르면 라가르드는 10월31일(현지시각) 성명을 통해,https://www.blockmedia.co.kr/archives/999511,0.0,0.0,0.0,1.0
