id,chain_type,address,name_tag,balance,percentage,txn_count
BTC110,BTC,172jzPTGhtRR2SafHQDz3f7CTFrM4bjrxb,Bitcoin,"7,659 BTC",0.04%,1
BTC111,BTC,39wVd42giU95ca39sEPkbPTpWygvsBDuA5,Bitcoin,"7,608 BTC",0.04%,64
BTC112,BTC,bc1qk2q9ptkvfrtt3769hh85zvq88jyrulk6zgys2h,Bitcoin,"7,500 BTC",0.04%,18
BTC113,BTC,bc1qmxcueaqr9gv4t9c44xc6473ltvtspjgzpucccr,Bitcoin,"7,499 BTC",0.04%,2
BTC114,BTC,34ovCavdkQgEYbrJk9Q1onhK7uWqq6J7DC,Bitcoin,"7,383 BTC",0.04%,139
BTC115,BTC,12VuUfQHTGqWDvBzm8TBad1mZBm4hjGEzN,Bitcoin,"7,290 BTC",0.04%,752
BTC116,BTC,1LVYbnSX6f6vE2Zn4zs2oZ4eKyBgzkqaay,Bitcoin,"7,223 BTC",0.04%,88
BTC117,BTC,143gLvWYUojXaWZRrxquRKpVNTkhmr415B,Bitcoin,"7,091 BTC",0.04%,846
BTC118,BTC,3GtarxqbsDRwhC8aQtUKeUCCSxkpCpXLC2,Bitcoin,"7,080 BTC",0.04%,1
BTC119,BTC,13eEt6myAo1zAC7o7RK5sVxxCNCAgd6ApH,Bitcoin,"7,000 BTC",0.04%,30
BTC120,BTC,1DzjE3ANaKLasY2n6e5ToJ4CQCXrvDvwsf,Bitcoin,"7,000 BTC",0.04%,55
BTC121,BTC,bc1q4uccuzje5y77tajhgguzj3dut0rjkkq6thym8u2xvqhqn4zykrlsfsyhvl,Bitcoin,"7,000 BTC",0.04%,2
BTC122,BTC,324rP14bzX8kW1JWt1J8ohZjDFyt2G68Kq,Bitcoin,"7,000 BTC",0.04%,30
BTC123,BTC,1FJuzzQFVMbiMGw6JtcXefdD64amy7mSCF,Bitcoin,"6,999 BTC",0.04%,48
BTC124,BTC,186XqVoL7TGxR3osoo4xn32wbYtb527raY,Bitcoin,"6,977 BTC",0.04%,10
BTC125,BTC,bc1q9d5lq9psmkx9rtgewjgez7csg45faak2cccew8,Bitcoin,"6,900 BTC",0.03%,15
BTC126,BTC,1Ac2JdpQ5c9NeSajdGx6dofxeXkn4S35ft,Bitcoin,"6,878 BTC",0.03%,34
BTC127,BTC,19dNe9Xg6JWvszgU3NuM6TNd2wHmANPbHB,Bitcoin,"6,865 BTC",0.03%,34
BTC128,BTC,bc1qzkqmyv57jpuntyc9ydjyrq4hlneevrmr0xe9kz,Bitcoin,"6,815 BTC",0.03%,210
BTC129,BTC,1pChUJ9WQhWtqyt5RtSnLarZYQztZsbzi,Bitcoin,"6,804 BTC",0.03%,18
BTC130,BTC,bc1qsg6x2cvm75xuddn5g0ss9zglaamgz90q8vcp8w,Bitcoin,"6,757 BTC",0.03%,4
BTC131,BTC,bc1qefquzwru2k8f4m2guh2rs388l9q73qecf0dejm,Bitcoin,"6,756 BTC",0.03%,606
BTC132,BTC,1AYLzYN7SGu5FQLBTADBzqKm4b6Udt6Bw6,Bitcoin,"6,512 BTC",0.03%,35
BTC133,BTC,1NpZcfBnaJeoRT9ZqwZVRMw3SRs546VsuE,Bitcoin,"6,507 BTC",0.03%,271
BTC134,BTC,bc1qrxhrm90p6qccryymrugwknt42je5kv0wd7c50tdhx70fa6yclv8sz6uvd3,Bitcoin,"6,500 BTC",0.03%,4
BTC135,BTC,bc1qsmxgprvcj8y4qcs59w48qxqachgakukmwsgk48,Bitcoin,"6,401 BTC",0.03%,5
BTC136,BTC,1JxmKkNK1b3p7r8DDPtnNmGeLZDcgPadJb,Bitcoin,"6,316 BTC",0.03%,39
BTC137,BTC,1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb,Bitcoin,"6,300 BTC",0.03%,103
BTC138,BTC,bc1qvzgrkefd8v536de2vqhx4d25e5rly7lgk3p2vp,Bitcoin,"6,252 BTC",0.03%,69
BTC139,BTC,3BHXygmhNMaCcNn76S8DLdnZ5ucPtNtWGb,Bitcoin,"6,222 BTC",0.03%,10388
BTC140,BTC,1LBBmkr9muf7RjjBbzQQvzNQpRRaVEnavs,Bitcoin,"6,200 BTC",0.03%,36
BTC141,BTC,18SN8PV997oDGtYmTPPD55GDaPtNNEGWeu,Bitcoin,"6,174 BTC",0.03%,273
BTC142,BTC,bc1qfflzlmk8mj97mht8w9aq7w6lwc34xwww2hthy2,Bitcoin,"6,163 BTC",0.03%,12
BTC143,BTC,16rF2zwSJ9goQ9fZfYoti5LsUqqegb5RnA,Bitcoin,"6,101 BTC",0.03%,35
BTC144,BTC,37TTwX8uGwjWApXL8GbwU9p7vHoAupCFcw,Bitcoin,"6,087 BTC",0.03%,51
BTC145,BTC,1AkJq3KKGpKQDVRzVYR6SxdzToM47nopdV,Bitcoin,"6,062 BTC",0.03%,4
BTC146,BTC,bc1q4mcyastjs4k9gfzrsua4l8mxy393d53a6nnd4r,Bitcoin,"6,045 BTC",0.03%,1093
BTC147,BTC,bc1qatjx2qc8vxz39m0qdz303z8et2pgmc74xz8km3,Bitcoin,"6,027 BTC",0.03%,73
BTC148,BTC,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,Bitcoin,"6,027 BTC",0.03%,1939
BTC149,BTC,bc1qul68d3qeqhxa2kq8yrs0l85awu8v7hp2l3pdag,Bitcoin,"6,000 BTC",0.03%,2
BTC150,BTC,1FY6RL8Ju9b6CGsHTK68yYEcnzUasufyCe,Bitcoin,"6,000 BTC",0.03%,29
BTC151,BTC,1MbNM3jwxMjRzeA9xyHbMyePN68MY4Jxb,Bitcoin,"6,000 BTC",0.03%,31
BTC152,BTC,178E8tYZ5WJ6PpADdpmmZd67Se7uPhJCLX,Bitcoin,"6,000 BTC",0.03%,30
BTC153,BTC,1BsdDaJtgFZrLfzEXvh6cD4VhtHHSHhMea,Bitcoin,"6,000 BTC",0.03%,28
BTC154,BTC,1Lj2mCPJYbbC2X6oYwV6sXnE8CZ4heK5UD,Bitcoin,"6,000 BTC",0.03%,25
BTC155,BTC,1HvZQX9XkFFaNa8d5VpwMcYkyebyp6cCXM,Bitcoin,"5,970 BTC",0.03%,93
BTC156,BTC,1FvkWMMH9MDMACHqynrerzduaQ5AjjZKDA,Bitcoin,"5,965 BTC",0.03%,83
BTC157,BTC,138EMxwMtKuvCEUtm4qUfT2x344TSReyiT,Bitcoin,"5,908 BTC",0.03%,31
BTC158,BTC,bc1q8urxlm2uye3t6nwg0y44sn32p0ynvefxpqseu4,Bitcoin,"5,907 BTC",0.03%,5293
BTC159,BTC,1D3mERfHYY2e96HKUZUsXX7HqHkqUFEadv,Bitcoin,"5,887 BTC",0.03%,85
BTC160,BTC,1JtAupan5MSPXxSsWFiwA79bY9LD2Ga1je,Bitcoin,"5,880 BTC",0.03%,101
BTC161,BTC,14UeyAD9rQCSJgdJzuzFgShq84gW62Bsat,Bitcoin,"5,869 BTC",0.03%,88
BTC162,BTC,1DDWbJhKqfidczaHF1ugGP2KzPgcaU3tGD,Bitcoin,"5,869 BTC",0.03%,90
BTC163,BTC,3MqZxXZdxSfEHuvEVQaLTtYLNgoriZa77H,Bitcoin,"5,721 BTC",0.03%,1
BTC164,BTC,13n67sFKgqLDKp8gx8Xvm6scdfY4ZeaU8p,Bitcoin,"5,700 BTC",0.03%,63
BTC165,BTC,1EF3T11bL7yua2yJo4waaQ3RgewNwRnKMw,Bitcoin,"5,696 BTC",0.03%,91
BTC166,BTC,19oLGXykNUBj8f7w1tT9emuaEbaSFj1p27,Bitcoin,"5,631 BTC",0.03%,595
BTC167,BTC,15SGg7PpcJ7bMhENw4gc3Qp4LT6c5uLGza,Bitcoin,"5,610 BTC",0.03%,91
BTC168,BTC,1Cw9Kyr8hKsucXTtcwuGVqeBHDrnRtXC8D,Bitcoin,"5,600 BTC",0.03%,94
BTC169,BTC,1DR93bfKVCUJkDvPuxbUAEtzYRaJEnwjNt,Bitcoin,"5,600 BTC",0.03%,31
BTC170,BTC,1AwimXdGoX8nR9dMagCDMGJQB62GNHgrqM,Bitcoin,"5,598 BTC",0.03%,94
BTC171,BTC,1FUpBduq45UfULPACj1Phw9hRvwroJqYUX,Bitcoin,"5,598 BTC",0.03%,91
BTC172,BTC,1GuLYGgr9FZwCBBQfDmMiJfTF4cvyrJSeu,Bitcoin,"5,598 BTC",0.03%,88
BTC173,BTC,152BK6BQa672Dy8PHf4JQtS27pBRBiYy6e,Bitcoin,"5,598 BTC",0.03%,93
BTC174,BTC,1Ly9nQEyaRQoRPSAE4dABrpav2SaAR383W,Bitcoin,"5,598 BTC",0.03%,84
BTC175,BTC,154sxXJekWHQ5nPxkkaWnMghy4o9qWaNdU,Bitcoin,"5,598 BTC",0.03%,87
BTC176,BTC,1Gc6ggvqHRRwyyx6rrW9Wn17bqzV7voWvD,Bitcoin,"5,598 BTC",0.03%,86
BTC177,BTC,1CCqLR8YrUMPFgYZWwLW8FkezbFjfeXD8n,Bitcoin,"5,595 BTC",0.03%,28
BTC178,BTC,1D387jd5ZuvudpUQrSv8vK5b2M1SBnvdY8,Bitcoin,"5,578 BTC",0.03%,87
BTC179,BTC,3M3EtJGx5Dy9nCATLDhyRCrKGc38QC9z2e,Bitcoin,"5,535 BTC",0.03%,6
BTC180,BTC,bc1quv866t7ke929gxttpgc2u30ffnczpgfrjugwxv,Bitcoin,"5,500 BTC",0.03%,12
BTC181,BTC,31vGTThPybgTLC2k2DLZjBoYYnMNAXYdhx,Bitcoin,"5,380 BTC",0.03%,2
BTC182,BTC,3HroDXv8hmzKRtaSfBffRgedKpru8fgy6M,Bitcoin,"5,285 BTC",0.03%,270
BTC183,BTC,bc1qc45h5yduv0cp8w6jv6rafs0g2say65rnn268jt3vlk6x3hg9u7kqvh3xk7,Bitcoin,"5,212 BTC",0.03%,9
BTC184,BTC,1BVtDi7txPCG2TH5Crd2Rw5MtpivbmoKgB,Bitcoin,"5,186 BTC",0.03%,27
BTC185,BTC,36oiSkAi1VVuUpfdv8E2V5fZ2EarHRJpis,Bitcoin,"5,177 BTC",0.03%,2
BTC186,BTC,3LLkjCcLEC5N2RSBk5r4jwnwBZ69xY2PXq,Bitcoin,"5,109 BTC",0.03%,4
BTC187,BTC,1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC,Bitcoin,"5,075 BTC",0.03%,133
BTC188,BTC,bc1qhtvsrdu6a8jddqjnudugvzhqwdg8kdyjf2yfl6,Bitcoin,"5,005 BTC",0.03%,1558
BTC189,BTC,34iPiWYZyn3d99WgiSzF5UPsir7ix3j4Xe,Bitcoin,"5,000 BTC",0.03%,4
BTC190,BTC,1ARWCREnmdKyHgNg2c9qih8UzRr4MMQEQS,Bitcoin,"5,000 BTC",0.03%,41
BTC191,BTC,1DaCQDfStUgkPQXcf53Teeo6LPiKcVMBM9,Bitcoin,"5,000 BTC",0.03%,40
BTC192,BTC,16Jka2DrvEGGJ6ks2kXRpxmQZLQmAFRoGk,Bitcoin,"5,000 BTC",0.03%,22
BTC193,BTC,1NQEV6T4avmPqUVTvgsKkeB6yc8qnSWfhR,Bitcoin,"5,000 BTC",0.03%,37
BTC194,BTC,19z6WynrjHeD5MMv6919BuQRwybuen1sRv,Bitcoin,"5,000 BTC",0.03%,36
BTC195,BTC,1NJQZhzYac89fDhQCmb1khdjekKNVYLFMY,Bitcoin,"5,000 BTC",0.03%,36
BTC196,BTC,12ytiN9oWQTRGb6JjZiaoWMAvF9nPWdGX1,Bitcoin,"5,000 BTC",0.03%,31
BTC197,BTC,1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAK,Bitcoin,"5,000 BTC",0.03%,76
BTC198,BTC,37ejFSYF56667Srm5yFCh8eRTzdfF6WDL4,Bitcoin,"5,000 BTC",0.03%,6
BTC199,BTC,bc1qea942uw640l7nvtf3vplv6jd6wvuy06c58cd4k,Bitcoin,"5,000 BTC",0.03%,4
BTC200,BTC,bc1qs8f9frtpavcjn8rgshfcqy4dh7w6s94hkf8j5f,Bitcoin,"4,999 BTC",0.03%,4
BTC201,BTC,3JX2dHyVstG2xbSsmu7wjepY6BCGcFKkU9,Bitcoin,"4,999 BTC",0.03%,4
BTC202,BTC,bc1ps4xh9n9688jjlczas846kq64mxnhp8e5aradpcpuj852dvhmpzkqs57a3g,Bitcoin,"4,998 BTC",0.03%,6
BTC203,BTC,12GQSEPmoCiw7zrWJbsYa5SD3hkKPSzyAq,Bitcoin,"4,995 BTC",0.03%,88
BTC204,BTC,14f3x5v48f7b7QN6Lqt56Fg8jBQ7nVn26N,Bitcoin,"4,989 BTC",0.03%,3
BTC205,BTC,bc1qfnyjgneu98mfxhr4yz7vgvpkqrnsfcje08uy9j,Bitcoin,"4,986 BTC",0.03%,34
BTC206,BTC,bc1qu0gedsrw3axk37avmnahp2c7rszkeu6f9fx6shxg4plew8as825qm77x6e,Bitcoin,"4,980 BTC",0.03%,8
BTC207,BTC,bc1quhruqrghgcca950rvhtrg7cpd7u8k6svpzgzmrjy8xyukacl5lkq0r8l2d,Bitcoin,"4,980 BTC",0.03%,595087
BTC208,BTC,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,Bitcoin,"4,975 BTC",0.02%,90
BTC209,BTC,1ZK5rrghS3Uhnra64LiuZVupa6WTSuPfF,Bitcoin,"4,968 BTC",0.02%,89
BTC210,BTC,3ArN3NATutoqDSEKKEaVpF1ZGdW8wxySMz,Bitcoin,"4,950 BTC",0.02%,4
BTC211,BTC,15n6GcFRFm3287FotAWunZe58D9yXx13AB,Bitcoin,"4,938 BTC",0.02%,90
BTC212,BTC,1G6KK2j1C7DAsPmQ6joZpAY4gN84z5Te4E,Bitcoin,"4,938 BTC",0.02%,81
BTC213,BTC,1CY3uBdj9ZypiiZUymr2kVSaByFdEbYrcU,Bitcoin,"4,902 BTC",0.02%,79
BTC214,BTC,1Ms4LPLVYWCyYTAqBcotXAeizHgE778abE,Bitcoin,"4,902 BTC",0.02%,82
BTC215,BTC,1PPWcRj9k2oRr2uEJUQpmTo293a68tkjTX,Bitcoin,"4,902 BTC",0.02%,76
BTC216,BTC,1Btud1pqADgGzgBCZzxzc2b1o1ytk1HYWC,Bitcoin,"4,900 BTC",0.02%,31
BTC217,BTC,1BXZng4dcXDnYNRXRgHqWjzT5RwxHHBSHo,Bitcoin,"4,900 BTC",0.02%,29
BTC218,BTC,1BvNwfxEQwZNRmYQ3eno6e976XyxhCsRXj,Bitcoin,"4,881 BTC",0.02%,38
BTC219,BTC,bc1qtf50my2qjmpcrxd6lj8gmx35eeevu4mfrjzmeh,Bitcoin,"4,846 BTC",0.02%,3
BTC220,BTC,124ixYbTUb5jBAsY5X9pJfimdc3x1qJSPu,Bitcoin,"4,838 BTC",0.02%,87
BTC221,BTC,bc1qrd7t2sl5rdfke32qcryyep6r78vyq703mvggq7,Bitcoin,"4,828 BTC",0.02%,737
BTC222,BTC,bc1qzup4k7zn9jur7a8kz0dnaernzyf60h8ez6s9cpmp23wfw5djhvusd4p0v3,Bitcoin,"4,812 BTC",0.02%,5
BTC223,BTC,1Miy5sJZSamDZN6xcJJidp9zYxhSrpDeJm,Bitcoin,"4,792 BTC",0.02%,38
BTC224,BTC,bc1q2f0tczgrukdxjrhhadpft2fehzpcrwrz549u90,Bitcoin,"4,784 BTC",0.02%,86080
BTC225,BTC,3N4M72xVMeuTSrsamQHTBHwhF4NQAJPWXp,Bitcoin,"4,780 BTC",0.02%,60
BTC226,BTC,1DTibFT2vzUhM3LjCL7PXUbwgv3KfhAD3Y,Bitcoin,"4,762 BTC",0.02%,79
BTC227,BTC,1MGRMRJkMvEbmSRZxtA5zkAoZiDBEnrFGj,Bitcoin,"4,762 BTC",0.02%,74
BTC228,BTC,1AN2EJMCyKn8dcfv8gonihvRPvyYuNUuQP,Bitcoin,"4,746 BTC",0.02%,80
BTC229,BTC,bc1qncsa0qdrgsr58303gsnuwhd5vrm7hlkpd6klmf,Bitcoin,"4,741 BTC",0.02%,6
BTC230,BTC,1KP9TQ4fWTaiu8b9epYXoNdD3PwtLBdkmz,Bitcoin,"4,725 BTC",0.02%,74
BTC231,BTC,1PrKN9pGDeYYpAkqBf9ENB7Hq5CwUHdVBC,Bitcoin,"4,724 BTC",0.02%,76
BTC232,BTC,1GDsWXPNUqKp2AtqRNZuUgzoCChuJfpi6f,Bitcoin,"4,724 BTC",0.02%,77
BTC233,BTC,1Kq6hXXiSpdp9bg9hDDyqm8ZfvgZmzchjn,Bitcoin,"4,699 BTC",0.02%,29
BTC234,BTC,3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,Bitcoin,"4,612 BTC",0.02%,710
BTC235,BTC,1EzoCYJhW9Y2Vc3WyCxATqynp1BJ2FRyfy,Bitcoin,"4,605 BTC",0.02%,78
BTC236,BTC,bc1qg6nz526w9ccpmctaja987csx8kgvxnflu0z0yp,Bitcoin,"4,601 BTC",0.02%,5
BTC237,BTC,3QihZ88QjHumDiCGVuE9VR62A1XC1Cvdam,Bitcoin,"4,600 BTC",0.02%,2
BTC238,BTC,3Pv6S8ZEcQLmXigA694aUZhVmnLUjNzxcc,Bitcoin,"4,600 BTC",0.02%,22
BTC239,BTC,bc1qhu98nf6ddz6ja73rn72encdr8ezsyhexwpdzap0vcs7lg2wpmrnq5ygfsl,Bitcoin,"4,597 BTC",0.02%,16
BTC240,BTC,18VmXvkF4cgLi35RtMiHHDpvMjUCyVpQ9x,Bitcoin,"4,582 BTC",0.02%,22
BTC241,BTC,1Cz1rxpgKTWfJe3YTGf4j7THgcxy1Uz2mJ,Bitcoin,"4,561 BTC",0.02%,63
BTC242,BTC,1BZVkw1VAxB6KdnLZ9CRPgq9RmANo1AEgW,Bitcoin,"4,561 BTC",0.02%,82
BTC243,BTC,1in8wichDomoDfPw71hq1EvSHiR2B7Q9w,Bitcoin,"4,561 BTC",0.02%,77
BTC244,BTC,1vCCWy7xXu38tqkgfqFeZQNKmjkNvWEHu,Bitcoin,"4,561 BTC",0.02%,82
BTC245,BTC,1CkLomVgNZnz9ztyoFxL1TLxVgYwDdB8Fz,Bitcoin,"4,561 BTC",0.02%,77
BTC246,BTC,1Q6JWart8Xnjx3H6CfmVDQ9DVomJAkgVT3,Bitcoin,"4,561 BTC",0.02%,78
BTC247,BTC,15hvzT5AMTLCNmt2nMkCLgJErQGPVdA9xR,Bitcoin,"4,561 BTC",0.02%,80
BTC248,BTC,1GGyAfbSoJiAxFWNu5gugjzXmRSSr32cvE,Bitcoin,"4,561 BTC",0.02%,81
BTC249,BTC,1DxJW2b8nU5d8Z6bLDDfg8ueditTeN2H99,Bitcoin,"4,561 BTC",0.02%,78
BTC250,BTC,13ryqsda2KaLWvt2DyoZT1pVFPYpixW2eY,Bitcoin,"4,512 BTC",0.02%,77
BTC251,BTC,1KMWovpjcEHoraXoERmELgYtNuXeLUpyPH,Bitcoin,"4,512 BTC",0.02%,74
BTC252,BTC,1LJ42vnbFjMUe5wAq8WdRUPaURqLEvtFXa,Bitcoin,"4,512 BTC",0.02%,74
BTC253,BTC,1Kc2kcfS4DpaLA8YHooNYhYUGt7BNznyg9,Bitcoin,"4,512 BTC",0.02%,75
BTC254,BTC,12ELPebFvt9TbuXfYNwTn6WtByc5F2UUJk,Bitcoin,"4,512 BTC",0.02%,80
BTC255,BTC,17LuQUKmqgoK2js1TD3EUe1zwMYyrC2pMB,Bitcoin,"4,512 BTC",0.02%,71
BTC256,BTC,1CbTKoiqrw2ErsFLhZ9wSn8AgPdfdBEq1b,Bitcoin,"4,512 BTC",0.02%,67
BTC257,BTC,16aEn4p6hK4FMpLtJGpoQZMZ946sDg1Z6n,Bitcoin,"4,503 BTC",0.02%,33
BTC258,BTC,bc1q2spk4zthkxm8rh7fpurxqpl8gzmdwc95khu8ta,Bitcoin,"4,500 BTC",0.02%,7
BTC259,BTC,33fZ8922aaMuje3eVETXWZGrE7vQQDrkS7,Bitcoin,"4,500 BTC",0.02%,5
BTC260,BTC,bc1q2x6v47z3xhxu8suuzqtehf8t7v997g3cjhc6kl,Bitcoin,"4,500 BTC",0.02%,9
BTC261,BTC,bc1qd6dhl3px06pux9rmzw07rkd2kwj9ef36dwgqdg,Bitcoin,"4,500 BTC",0.02%,4
BTC262,BTC,bc1qgzxtj07yh9jhyv0aexm2y9s4un0lz57eejyrur,Bitcoin,"4,500 BTC",0.02%,4
BTC263,BTC,bc1q8wlq09pnue9hpl9r5r37zek2qapafjfhj85dgj,Bitcoin,"4,500 BTC",0.02%,4
BTC264,BTC,bc1q0r3hp96aqq4akjcalasn2v79nmvewasl2sjh84,Bitcoin,"4,500 BTC",0.02%,4
BTC265,BTC,bc1q4hm96naa2ydcqlxpwlvljvrnt5svm8ejcqnhj0,Bitcoin,"4,500 BTC",0.02%,4
BTC266,BTC,bc1qlnexsqagmk27ju9dmmvj470l6jsl4j6t4lm34x,Bitcoin,"4,500 BTC",0.02%,4
BTC267,BTC,1MLiPwYjNACQHREFKwGtkPpWgd8PqpbuQ4,Bitcoin,"4,487 BTC",0.02%,34
BTC268,BTC,bc1qx76pl3zzunj045tl0dhx36j2gpmw3mxt57l5un,Bitcoin,"4,440 BTC",0.02%,804
BTC269,BTC,3KUgwjBvJBTykUkzDXSYSDfLn27TGeQVDd,Bitcoin,"4,429 BTC",0.02%,4
BTC270,BTC,bc1qxrdkj4hu7pqpm5hlmrzv00vkxv66hktm533gw7,Bitcoin,"4,420 BTC",0.02%,2
BTC271,BTC,bc1prcs82tvrz70jk8u79uekwdfjhd0qhs2mva6e526arycu7fu25zsqhyztuy,Bitcoin,"4,409 BTC",0.02%,3116
BTC272,BTC,bc1qwsad7lc8djm46hm5rjaj0p0um9kvuaesy3vrnndew7kvpwcd80ps0mxpzj,Bitcoin,"4,403 BTC",0.02%,5
BTC273,BTC,3D6kjgsypiAnGY7E1XHDQXapW4whUWaH1H,Bitcoin,"4,401 BTC",0.02%,141
BTC274,BTC,bc1qf6vc30jjmgkrayazenc8kxdatqg28jd0qhcvwc,Bitcoin,"4,392 BTC",0.02%,124
BTC275,BTC,bc1qudp285fw9juql9fzm998j4w6fcxf9q6u9ge72e,Bitcoin,"4,392 BTC",0.02%,1578
BTC276,BTC,32qqF3w9W96S6br5x3cR75fgtFZwshjh4X,Bitcoin,"4,387 BTC",0.02%,49
BTC277,BTC,1iyk2BE1TA6UBcBfLenn14o8sxsMGmRUD,Bitcoin,"4,360 BTC",0.02%,77
BTC278,BTC,39Jxm7tsFZutKbUePPyRLQzAYzPf8ojNts,Bitcoin,"4,352 BTC",0.02%,11
BTC279,BTC,bc1ptaz6vkprtjh4dmze9ps32crtkzenqm2nuqtlthpycezrzvu5k04sy7xd9t,Bitcoin,"4,335 BTC",0.02%,5
BTC280,BTC,18Hp8j2JMvwtPs1eqNaYEEVvuFpjQJRFVY,Bitcoin,"4,333 BTC",0.02%,42
BTC281,BTC,16eb495TbiCRbRbZv4WBdaUvNGxUYJ4jed,Bitcoin,"4,322 BTC",0.02%,42
BTC282,BTC,3LDMDJngg4efbRjmFai6jQrg9kJ6c4MsWu,Bitcoin,"4,300 BTC",0.02%,19
BTC283,BTC,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,Bitcoin,"4,288 BTC",0.02%,112
BTC284,BTC,17UNnvd4d1wXCXxGTajTvBtcFsjW3tiXHq,Bitcoin,"4,253 BTC",0.02%,76
BTC285,BTC,1cF7ay2nn9rYRoUzPiEmb1VKjaCkQf8dn,Bitcoin,"4,253 BTC",0.02%,77
BTC286,BTC,1BvYZzPhX6pwkXa5p8tPa8tv84pTMRXCiA,Bitcoin,"4,253 BTC",0.02%,80
BTC287,BTC,1LAfL1DZ2FiDMACvsqeJZYJkhX88aqqmWY,Bitcoin,"4,253 BTC",0.02%,76
BTC288,BTC,1FRAuVV8vTTyrBH4kf3XnYqBM2gWG4y3qu,Bitcoin,"4,253 BTC",0.02%,75
BTC289,BTC,13AQbcVvAqrk3FBBJi6Tjh4TEvSoiMLRPQ,Bitcoin,"4,253 BTC",0.02%,74
BTC290,BTC,1FZ6prCMqwZvjpBE1ExULw4W9EdZj7uG1K,Bitcoin,"4,253 BTC",0.02%,74
BTC291,BTC,17rWmvtcB1qh49YvWQaKFzz8KJyKK6PrUw,Bitcoin,"4,253 BTC",0.02%,76
BTC292,BTC,15tTqLLAEVyvdSZzSwKxaBm5HTKCi2ZyoY,Bitcoin,"4,253 BTC",0.02%,82
BTC293,BTC,16ZG56CTH1v2p42bcZ4vzg2DECZfp3kKNi,Bitcoin,"4,253 BTC",0.02%,65
BTC294,BTC,1KdS8A1HaNdwai86pVMswMQCdcL5bNNmhu,Bitcoin,"4,253 BTC",0.02%,74
BTC295,BTC,1JCrPqogEKEpM9fuFQV7LpF9e8cgf3YZ8m,Bitcoin,"4,251 BTC",0.02%,37
BTC296,BTC,3MZffLTkvxLu7uycdDNNfxHxbUBq2J11xn,Bitcoin,"4,220 BTC",0.02%,16
BTC297,BTC,1McbLy27nLVzJ4ubMnFm3jxnQ3nbq2mpr2,Bitcoin,"4,218 BTC",0.02%,37
BTC298,BTC,bc1qxvay4an52gcghxq5lavact7r6qe9l4laedsazz8fj2ee2cy47tlqff4aj4,Bitcoin,"4,216 BTC",0.02%,16235
BTC299,BTC,bc1qq4h5pmydtvw8rsxttmxd8rxkx0rl420fq83y34,Bitcoin,"4,213 BTC",0.02%,2534
BTC300,BTC,bc1qcygfu0neqgne5ptet9ea4ktm64xh6qklvhwvef,Bitcoin,"4,200 BTC",0.02%,157
DOGE001,DOGE,DEgDVFa2DoW1533dxeDVdTxQFhMzs1pMke,Dogecoin,"27,164,003,428 DOGE",17.91%,644
DOGE002,DOGE,DE5opaXjFgDhFBqL6tBDxTAQ56zkX6EToX,Dogecoin,"10,938,967,869 DOGE",7.21%,874
DOGE003,DOGE,D8ZEVbgf4yPs3MK8dMJJ7PpSyBKsbd66TX,Dogecoin,"10,510,558,870 DOGE",6.93%,4165
DOGE004,DOGE,DDTtqnuZ5kfRT5qh2c7sNtqrJmV3iXYdGG,Dogecoin,"5,031,001,968 DOGE",3.32%,621
DOGE005,DOGE,AC8azEyeWHk1L7XKvyeBjJtVwRwXgmP5hQ,Dogecoin,"3,311,716,599 DOGE",2.18%,32
DOGE006,DOGE,DDuXGMFNGpGjaAqyDunSMvceMBruc1wwKF,Dogecoin,"2,208,249,558 DOGE",1.46%,1096
DOGE007,DOGE,DGmzv39riELTuigZCUD6sWoHEHPdSbxdUB,Dogecoin,"2,121,500,238 DOGE",1.40%,93
DOGE008,DOGE,DDogepartyxxxxxxxxxxxxxxxxxxw1dfzr,Dogecoin,"1,854,587,869 DOGE",1.22%,22236
DOGE009,DOGE,DU8gPC5mh4KxWJARQRxoESFark2jAguBr5,Dogecoin,"1,233,958,001 DOGE",0.81%,467
DOGE010,DOGE,A1D5sbS86TMJxwGT5q2oTWkXXLfgJ5j8up,Dogecoin,"1,165,308,448 DOGE",0.77%,67
DOGE011,DOGE,DAAhXpPfziaCcGweJMWE4RSucLcee7NcqL,Dogecoin,"1,098,424,406 DOGE",0.72%,552
DOGE012,DOGE,DBdiAmrND25pM7DW7awqiL696yx9x9q4dD,Dogecoin,"1,029,941,274 DOGE",0.68%,654
DOGE013,DOGE,D9a1Ah7mUNAJwNqHPER4DN9zNLoqcYFDZW,Dogecoin,"1,000,010,013 DOGE",0.66%,46
DOGE014,DOGE,DM9mYjhphV4cvBE9yMdNU9fQC4KLuK5M33,Dogecoin,"1,000,005,008 DOGE",0.66%,4
DOGE015,DOGE,D8WhgsmFUkf4imvsrwYjdhXL45LPz3bS1S,Dogecoin,"1,000,000,039 DOGE",0.66%,24
DOGE016,DOGE,D8FQQuVXoF2rFyx2jheZAWnGinKqGXAk3K,Dogecoin,"1,000,000,020 DOGE",0.66%,79
